"","ADM_RATE","ACTCMMID","UGDS","TUITIONFEE_IN","TUITFTE","INEXPFTE","AVGFACSAL","PFTFAC","PFTFTUG1_EF","AGE_ENTRY","yvals","names"
"36246",0.7058,17,1601,17600,8134,4646,4747,0.3152,1,26.137218045,0.3485,"North Carolina Wesleyan College"
"36247",0.6096,23,10649,4160,5038,5761,7043,0.9608,0.5651,21.731907895,0.6514,"University of North Carolina Wilmington"
"36249",0.7497,17,637,20799,12503,6134,5310,0.5385,0.6786,20.732620321,0.5155,"William Peace University"
"36250",0.8576,18,4710,3809,2545,5140,5967,0.959,0.5654,23.912349184,0.3757,"University of North Carolina at Pembroke"
"36251",0.7145,20,1126,16450,7801,4583,5417,0.4268,0.6062,25.474114441,0.4378,"Pfeiffer University"
"36255",0.7775,22,1625,19450,10078,7088,5469,0.5576,0.4672,26.640659341,0.617,"Queens University of Charlotte"
"36258",0.4412,17,147,8930,5950,5382,3763,0.8667,0.5714,22.37804878,0.4359,"Mid-Atlantic Christian University"
"36263",0.4927,15,1231,12456,6511,6920,4967,0.6783,0.8908,21.526915114,0.3291,"Saint Augustine's University"
"36264",0.6943,24,820,18164,5311,5486,5088,0.5556,0.9416,27.437632135,0.5163,"Salem College"
"36267",0.6455,14,2649,10020,7373,4708,4668,0.3446,0.7155,25.669017632,0.2544,"Shaw University"
"36280",0.8175,25,838,19826,12723,8325,4303,0.8133,0.7782,20.107913669,0.5345,"Warren Wilson College"
"36289",0.7913,18,5254,3108,2559,6447,6739,0.9885,0.6883,23.187689203,0.4409,"Winston-Salem State University"
"36290",0.7464,20,7051,3731,3534,6038,6578,0.9475,0.7062,21.703328051,0.4674,"Western Carolina University"
"36297",0.9406,23,958,10750,6074,5037,4707,0.7179,0.8279,20.529850746,0.5257,"University of Jamestown"
"36301",0.8093,22,2054,11650,9680,3864,4795,0.3205,0.5158,24.486506747,0.547,"University of Mary"
"36304",0.9386,20,3432,4492,3648,5204,4910,0.6932,0.9586,23.30137931,0.2721,"Minot State University"
"36306",0.7369,24,10376,5792,7668,9477,6337,0.9065,0.7088,21.339248191,0.5349,"University of North Dakota"
"36309",0.8904,23,10255,5722,5544,5174,6242,0.9856,0.6571,20.862563238,0.4984,"North Dakota State University-Main Campus"
"36316",0.8836,21,959,5308,4190,5620,4524,1,0.7586,21.354312354,0.3855,"Valley City State University"
"36330",0.5677,22,155,19600,19332,11067,4199,0.4737,0.9722,21.657894737,0.4828,"Art Academy of Cincinnati"
"36332",0.7139,22,2719,21430,9610,5032,5967,0.9828,0.6494,23.587292162,0.5938,"Ashland University"
"36336",0.7968,24,3440,21236,13059,8327,6254,0.46,0.6506,21.733821734,0.6906,"Baldwin Wallace University"
"36339",0.6549,23,997,20570,12946,7463,5205,1,0.8841,22.317957166,0.5771,"Bluffton University"
"36342",0.9014,22,15875,9060,7461,5891,6448,0.7635,0.8096,21.145849298,0.5974,"Bowling Green State University-Main Campus"
"36347",0.669,24,2737,25100,12507,9452,6975,0.5386,0.7807,22.200398142,0.6362,"Capital University"
"36352",0.6662,29,3998,31388,16000,27888,9128,0.8224,0.9337,21.922142214,0.7755,"Case Western Reserve University"
"36353",0.8066,26,2977,18400,13025,8194,5586,0.7939,0.8547,19.791401274,0.6904,"Cedarville University"
"36360",0.5109,22,863,10590,6510,4298,4828,0.4675,0.7476,25.064386318,0.4524,"Cincinnati Christian University"
"36362",0.7598,24,19217,9399,8628,10652,7792,0.5511,0.8095,23.181291796,0.4308,"University of Cincinnati-Main Campus"
"36366",0.4752,21,487,10940,10778,3509,3137,1,0.561,29.992592593,0.6087,"Ohio Christian University"
"36371",0.6659,23,489,28991,18943,8592,5471,0.45,0.6532,20.719211823,0.5909,"Cleveland Institute of Art"
"36374",0.7996,19,8721,7920,7847,6457,7135,0.5861,0.3668,25.035645472,0.3062,"Cleveland State University"
"36377",0.6055,21,1360,20736,20632,7404,5102,0.3562,0.8294,20.434159061,0.607,"Columbus College of Art and Design"
"36385",0.7874,26,7230,23970,12853,8267,7448,0.5902,0.9404,19.871501774,0.7704,"University of Dayton"
"36386",0.7883,21,888,19260,10633,5633,4908,1,0.7363,22.101818182,0.5288,"Defiance College"
"36387",0.3874,28,2236,30660,16048,14067,6880,0.8971,1,19.417102967,0.767,"Denison University"
"36395",0.7197,23,3227,21836,9998,6815,5681,1,0.7277,21.910691824,0.5161,"The University of Findlay"
"36406",0.7164,22,1233,17400,9613,7046,5469,1,0.809,20.946376812,0.574,"Heidelberg University"
"36407",0.8771,23,1174,24180,17043,8399,5675,1,0.7884,22.743134087,0.5574,"Hiram College"
"36416",0.8242,24,3095,25072,14150,11317,6850,1,1,19.962121212,0.7554,"John Carroll University"
"36424",0.8427,21,17793,8430,7099,6160,6792,0.7314,0.7838,22.613974303,0.466,"Kent State University at Kent"
"36426",0.3282,30,1631,36050,21323,13614,7099,0.7806,0.9765,19.385321101,0.8739,"Kenyon College"
"36427",0.8548,21,773,7140,6802,6921,5418,1,0.2974,26.676864245,0.4545,"Kettering College"
"36428",0.2387,20,681,22890,10781,5878,5491,0.4045,0.6517,22.310160428,0.3953,"Lake Erie College"
"36436",0.8047,23,1876,17790,10441,5892,5436,0.4635,0.577,25.562242374,0.5309,"Malone University"
"36437",0.8649,10,394,9750,10640,8322,5123,1,0.7529,24.888544892,0.5333,"MedCentral College of Nursing"
"36438",0.7889,23,1407,23815,12297,9323,5651,0.6573,0.8226,20.018820577,0.6139,"Marietta College"
"36446",0.7797,27,14471,22997,11121,8129,7444,0.7076,0.9105,21.318792503,0.8166,"Miami University-Oxford"
"36451",0.4702,19,601,7372,12329,5893,5545,0.55,0.3731,24.203804348,0.3333,"Mount Carmel College of Nursing"
"36452",0.7929,23,2088,20970,10949,7582,6294,0.5933,0.9086,19.74906015,0.6306,"University of Mount Union"
"36453",0.8095,22,2097,16366,10656,5669,5194,0.9256,0.7991,25.633610901,0.5205,"Mount Vernon Nazarene University"
"36454",0.7086,21,1882,20090,12501,5814,5232,0.4832,0.5797,23.644723093,0.6119,"Mount Saint Joseph University"
"36456",0.7851,22,1635,17035,8473,6727,5866,0.7368,0.8465,21.32537961,0.6324,"Muskingum University"
"36464",0.5195,20,1197,20130,10367,4282,4802,0.9744,0.6707,26.298507463,0.2703,"Notre Dame College"
"36467",0.3389,29,2829,34216,19363,21451,8748,0.7988,0.9763,19.447916667,0.8518,"Oberlin College"
"36471",0.7276,22,2243,20500,9360,3685,5533,1,0.9699,25.62507608,0.419,"Ohio Dominican University"
"36473",0.8705,26,2541,28260,14884,10396,7024,1,0.8511,19.987350668,0.6893,"Ohio Northern University"
"36484",0.654,27,37088,8667,9357,11453,9321,0.7333,0.7306,21.343299025,0.7117,"Ohio State University-Main Campus"
"36489",0.85,24,16882,8727,8332,7416,7121,0.7442,0.9966,22.036077282,0.7142,"Ohio University-Main Campus"
"36493",0.6306,26,1921,30290,15435,10499,6623,0.7363,0.951,19.576341128,0.6473,"Ohio Wesleyan University"
"36494",0.7612,23,2714,23871,12690,7953,6261,0.4545,0.7669,21.607220217,0.5788,"Otterbein University"
"36499",0.913,22,104,14560,10499,8721,3609,0.4762,0.5556,23.133333333,0.3333,"Pontifical College Josephinum"
"36522",0.7988,25,1939,17350,10391,5128,5553,1,0.6869,20.793319415,0.6991,"Franciscan University of Steubenville"
"36527",0.737,21,1376,15870,10536,4270,4428,1,0.9849,24.791786055,0.3388,"Tiffin University"
"36539",0.9172,20,1159,19860,9746,6294,5323,0.3941,0.3735,26.57204611,0.4848,"Ursuline College"
"36543",0.7973,22,2041,17750,10551,5027,5314,0.9892,0.801,23.314285714,0.4949,"Walsh University"
"36547",0.9489,21,1625,20656,8564,4928,5219,0.9595,0.7941,22.184008762,0.5791,"Wilmington College"
"36549",0.8191,25,1976,29280,12958,11425,6415,0.7282,0.9169,20.296420582,0.6636,"Wittenberg University"
"36550",0.8031,26,1792,30060,17638,10728,6399,0.8405,0.925,19.434188034,0.7345,"The College of Wooster"
"36553",0.715,26,3770,23270,12497,7350,6619,0.4846,0.7986,21.902542373,0.759,"Xavier University"
"36557",0.5441,17,956,8792,3025,2424,4101,0.3846,0.5892,24.895933014,0.0806,"Bacone College"
"36565",0.9449,22,13865,3539,4055,4064,6330,0.5354,0.7924,23.277300613,0.3378,"University of Central Oklahoma"
"36568",0.9743,21,3698,3578,2367,4210,5596,0.6667,0.5421,24.874279728,0.3401,"East Central University"
"36573",0.8356,20,205,8550,3584,2315,2853,0.4063,0.75,22.359375,0.4262,"Hillsdale Free Will Baptist College"
"36578",0.7438,21,8353,3489,2877,4263,5499,0.7085,0.4457,24.95001168,0.329,"Northeastern State University"
"36582",0.9941,20,1759,3565,2106,4556,4996,1,0.4057,24.876344086,0.2766,"Northwestern Oklahoma State University"
"36584",0.3522,23,1846,14976,46837,35777,5667,1,0.9808,20.260350318,0.441,"Oklahoma Christian University"
"36586",1,20,1114,3309,1394,2654,3840,0.9444,0.503,22.831632653,0.3165,"Oklahoma Panhandle State University"
"36587",0.8697,25,18808,4997,5287,6478,7051,0.8809,0.624,21.978573483,0.5916,"Oklahoma State University-Main Campus"
"36589",0.8024,23,1586,13654,8427,6094,4646,0.9545,0.6267,20.968011127,0.5701,"Oklahoma Baptist University"
"36591",0.8082,25,2239,19200,10012,6637,6347,0.5396,0.9915,23.956818182,0.5039,"Oklahoma City University"
"36592",0.8287,26,19561,5110,5810,7200,7938,0.8171,0.6326,22.769378983,0.5878,"University of Oklahoma-Norman Campus"
"36595",0.6976,23,2758,16670,8059,5119,4689,0.7086,0.7158,21.985496737,0.5545,"Oral Roberts University"
"36601",0.7308,19,782,12922,8583,2397,3660,1,0.4337,29.266666667,0.3188,"St. Gregory's University"
"36603",0.6529,21,1253,2976,2242,3426,4980,0.6588,0.5133,22.52764613,0.2767,"University of Science and Arts of Oklahoma"
"36607",0.7073,21,3454,3156,3361,5089,5723,0.6278,0.3759,24.251955307,0.3084,"Southeastern Oklahoma State University"
"36608",0.74,20,198,6890,6685,3157,5035,0.3684,0.9773,26.34375,0.5667,"Southwestern Christian University"
"36609",0.8916,21,4318,3680,2479,4140,5266,0.9949,0.6193,22.789277389,0.3877,"Southwestern Oklahoma State University"
"36612",0.7566,27,2830,21113,12963,13370,7939,0.8165,0.7952,21.454345435,0.6075,"University of Tulsa"
"36629",0.6379,22,978,20100,10456,4326,5033,0.4054,0.4,25.669024045,0.3988,"Concordia University-Portland"
"36635",0.8564,24,1836,22570,12296,7280,5793,0.5217,0.6495,23.052017937,0.6563,"George Fox University"
"36639",0.5841,28,1926,29772,16061,10919,7745,0.6508,0.8236,21.543297746,0.6972,"Lewis & Clark College"
"36640",0.7334,25,1705,24174,18435,13559,6164,0.9717,0.8926,24.356029532,0.7281,"Linfield College-McMinnville Campus"
"36647",0.8639,23,596,12450,9773,4716,5185,0.9412,0.3957,23.575675676,0.4554,"Multnomah University"
"36650",0.6121,22,384,19890,9155,6039,4222,0.875,0.5455,27.079881657,0.3333,"Northwest Christian University"
"36654",0.9277,23,15506,5643,7058,7751,6865,0.7536,0.6595,22.206414979,0.598,"Oregon State University"
"36657",0.8243,23,1323,22536,10357,6068,6328,1,0.8126,20.954427083,0.5875,"Pacific University"
"36666",0.4006,30,1374,34530,21257,17180,8106,0.9517,0.8264,19.799472296,0.7514,"Reed College"
"36671",0.8017,23,4127,5233,5452,5579,5080,0.7376,0.4758,23.690175097,0.3759,"Southern Oregon University"
"36675",0.5504,21,644,20480,8056,5019,4276,0.5192,0.4176,29.773371105,0.5,"Warner Pacific College"
"36676",0.7873,22,794,19294,9937,4191,4613,0.9268,0.5785,22.954545455,0.5649,"Corban University"
"36680",0.7547,27,2205,30018,14479,11653,7375,0.6869,0.8996,19.993324433,0.7569,"Willamette University"
"36681",0.9179,20,4103,4683,4682,5006,5253,0.5277,0.5684,22.075253924,0.4315,"Western Oregon University"
"36691",0.6309,26,2057,28300,15403,9146,6607,0.7853,0.8934,19.474330357,0.7718,"Allegheny College"
"36693",0.8266,21,2126,22000,11402,6326,6137,0.564,1,22.87054409,0.6762,"DeSales University"
"36695",0.7834,18,1915,20422,10734,4396,5602,1,0.7373,25.660411081,0.4788,"Alvernia University"
"36703",0.6707,21,676,13980,9365,4465,3936,0.9773,0.6982,20.285714286,0.5294,"Summit University of Pennsylvania"
"36705",0.7731,24,2044,25990,12475,7678,7065,1,0.8155,20.417946645,0.5918,"Arcadia University"
"36711",0.4407,29,1362,32230,19502,19774,7795,0.6449,0.9808,20.636904762,0.7827,"Bryn Mawr College"
"36712",0.3314,29,3528,36002,22315,13404,8336,1,0.9486,19.434020619,0.8928,"Bucknell University"
"36717",0.8741,19,1760,25950,15742,6828,5768,1,0.7745,20.195357834,0.5376,"Cabrini University"
"36718",0.7778,19,6230,6586,5135,4812,7530,0.7282,0.6316,22.380754226,0.4905,"California University of Pennsylvania"
"36721",0.6667,22,1614,18498,12472,7580,5877,0.3438,0.5311,25.25984252,0.6,"Carlow University"
"36722",0.337,30,5459,34578,26179,29836,10359,0.8173,0.98,20.096716418,0.8642,"Carnegie Mellon University"
"36723",0.6315,23,1846,23848,11550,6450,5957,1,0.4929,25.11713456,0.6,"Cedar Crest College"
"36727",0.7339,21,1105,23600,11839,7143,5341,0.2284,0.5471,26.11505508,0.5192,"Chestnut Hill College"
"36739",0.7093,23,1828,23000,12016,6187,5800,1,0.7551,21.060544904,0.5368,"Delaware Valley University"
"36740",0.429,28,2369,33804,19907,12168,7280,0.7897,0.9656,19.341426404,0.8165,"Dickinson College"
"36743",0.7665,24,12395,25500,17889,10841,8243,0.4955,0.6195,22.695469934,0.5976,"Drexel University"
"36746",0.7249,24,5609,22665,15127,8504,7425,1,0.8132,20.817433595,0.7176,"Duquesne University"
"36748",0.4695,22,2308,20030,14125,6883,5591,0.3127,0.8393,25.728274968,0.63,"Eastern University"
"36749",0.8379,19,6163,6484,4846,5934,7216,0.901,0.6685,22.027592216,0.4931,"Edinboro University of Pennsylvania"
"36770",0.861,21,2457,20586,10750,6182,5960,0.5776,0.6365,20.705443699,0.6501,"Gannon University"
"36771",0.6373,23,1650,18460,10873,7297,5076,0.3944,0.7825,26.352409639,0.5775,"Geneva College"
"36772",0.4283,29,2517,33700,20169,12071,7301,0.6761,0.9618,19.28021978,0.8032,"Gettysburg College"
"36782",0.6789,20,2109,18350,12493,6455,6260,1,0.5527,24.013289037,0.581,"Holy Family University"
"36793",0.926,18,1644,16796,7382,4079,5245,0.2723,0.5826,22.801623084,0.3822,"Keystone College"
"36797",0.6486,20,8616,6619,5342,5092,6910,0.8976,0.6755,20.640809069,0.5209,"Kutztown University of Pennsylvania"
"36798",0.7921,18,1319,17620,9699,4558,5568,0.3299,0.5886,22.673497268,0.7094,"La Roche College"
"36799",0.765,22,4207,27700,13740,6908,7077,0.4344,0.7366,23.036156042,0.7442,"La Salle University"
"36801",0.3692,27,2340,31669,18553,16525,8689,0.8534,0.9798,19.290215589,0.9014,"Lafayette College"
"36802",0.7423,23,501,13800,9306,5450,4534,0.4512,0.5208,23.090425532,0.6814,"Lancaster Bible College"
"36808",0.7192,23,1710,26385,13407,9138,6550,1,0.9085,19.902237927,0.6985,"Lebanon Valley College"
"36815",0.3851,17,1860,7110,8083,6606,6640,0.5081,0.925,21.519369665,0.3853,"Lincoln University"
"36816",0.7671,19,4697,6445,5404,4973,6912,0.9246,0.7493,20.749902458,0.5281,"Lock Haven University"
"36821",0.7608,22,1398,25120,13031,7120,6098,1,1,19.856361149,0.6647,"Lycoming College"
"36828",0.7898,22,3807,20364,8919,5274,5077,0.5541,0.764,22.616743795,0.5687,"Mercyhurst University"
"36829",0.7571,25,2815,23290,15713,9209,6132,0.6092,0.8963,19.708667737,0.7233,"Messiah College"
"36832",0.7823,23,2001,20860,12354,6283,5692,1,0.7179,23.626436782,0.6552,"Misericordia University"
"36834",0.6529,20,507,23858,17721,9616,4841,0.9375,0.6723,21.565349544,0.6486,"Moore College of Art and Design"
"36835",0.6478,20,1625,26775,14270,9589,6312,0.5693,0.8117,20.585784314,0.6958,"Moravian College"
"36836",0.7478,19,1444,15350,12523,5119,4987,0.3452,0.5754,24.059659091,0.5,"Mount Aloysius College"
"36837",0.4378,28,2402,30715,16718,11813,6664,0.6037,1,21.333333333,0.8584,"Muhlenberg College"
"36865",0.6161,26,35710,12164,21288,18249,8245,0.8863,0.911,20.96539137,0.849,"Pennsylvania State University-Main Campus"
"36882",0.1764,31,10839,34156,22453,29115,13646,0.8701,0.7203,22.462622703,0.9423,"University of Pennsylvania"
"36884",0.4898,23,2106,25680,16282,10814,5853,0.2522,0.8307,19.996466431,0.6278,"The University of the Arts"
"36885",0.9414,22,1015,15875,8187,4174,5164,0.4954,0.5782,23.79964539,0.5776,"Cairn University-Langhorne"
"36887",0.5991,25,1464,25392,18601,10934,7207,0.617,0.8579,19.828220859,0.5671,"University of the Sciences"
"36889",0.7584,21,1280,10894,9395,7335,5474,0.8987,0.7959,21.454118716,0.4585,"University of Pittsburgh-Bradford"
"36890",0.8911,21,1694,10898,9878,4365,5474,0.5298,0.74,21.454118716,0.4944,"University of Pittsburgh-Greensburg"
"36891",0.8455,21,3093,10876,9690,4971,5623,0.8841,0.9048,21.454118716,0.5849,"University of Pittsburgh-Johnstown"
"36892",0.5318,27,16796,12138,9717,12583,7953,0.7361,0.8043,21.454118716,0.7328,"University of Pittsburgh-Pittsburgh Campus"
"36900",0.7777,22,2994,17770,12303,7959,6080,0.2934,0.4906,24.323460273,0.454,"Point Park University"
"36910",0.7826,20,3844,16290,12104,5025,7287,1,0.6128,22.417177914,0.5572,"Robert Morris University"
"36913",0.8947,21,1485,22224,12232,6170,5851,1,0.818,20.789667897,0.5887,"Saint Francis University"
"36914",0.5627,25,4824,29095,19246,8623,7624,0.4771,0.8632,21.143543544,0.749,"Saint Joseph's University"
"36915",0.7831,23,1568,23000,10962,6088,5988,0.9663,0.9954,19.93997735,0.7152,"Saint Vincent College"
"36928",0.7659,21,7512,6364,5105,4947,7650,0.8649,0.6703,20.985476631,0.5178,"Slippery Rock University of Pennsylvania"
"36935",0.1902,31,1472,33232,21097,25972,9986,0.8533,0.9585,19.322666667,0.9235,"Swarthmore College"
"36938",0.6037,23,24070,10180,11861,9923,8926,0.4673,0.5733,21.709203341,0.5856,"Temple University"
"36939",0.763,19,1242,18720,8953,4186,5184,0.5752,0.9102,20.149635036,0.5074,"Thiel College"
"36947",0.4506,25,1565,33350,16735,11844,7101,0.678,0.9226,19.76945245,0.7793,"Ursinus College"
"36951",0.4267,29,6878,33580,20518,11831,8304,0.5982,0.9326,20.289375582,0.8671,"Villanova University"
"36954",0.3627,24,1505,28080,13363,7831,6257,0.7324,1,19.503311258,0.6817,"Washington & Jefferson College"
"36960",0.7824,23,1391,23200,10365,7730,5762,1,1,19.691927512,0.7794,"Westminster College"
"36966",0.5373,23,533,21830,8711,6238,5021,1,0.76,26.590529248,0.6286,"Wilson College"
"36972",0.1382,30,5798,34620,23590,22488,10794,0.8835,0.9813,19.955307263,0.9385,"Brown University"
"36973",0.4383,23,3231,26099,16790,7025,9235,0.5976,0.885,19.656788422,0.6761,"Bryant University"
"36979",0.476,26,4260,27345,15439,8282,7749,1,0.8332,20.005312085,0.8591,"Providence College"
"36984",0.6761,23,4323,23040,18057,11988,8445,0.3897,0.8475,19.838210933,0.6063,"Roger Williams University"
"36985",0.5549,23,2079,25175,15113,6370,6669,1,0.9295,19.602780536,0.6,"Salve Regina University"
"36989",0.9912,18,268,6390,6431,3397,2658,0.4615,0.6027,24.789115646,0.3736,"Northpoint Bible College"
"36992",0.7995,21,1497,15400,9747,3209,5003,1,0.765,22.455899198,0.4006,"Anderson University"
"36993",0.6935,19,2654,16780,8861,4194,5201,0.6178,0.7338,22.072992701,0.3531,"Charleston Southern University"
"36996",0.5711,20,1783,15700,7450,4341,4983,0.3623,0.7143,30.607677903,0.5,"Southern Wesleyan University"
"36998",0.6616,24,9423,7234,7448,5353,6269,1,0.7561,20.966107064,0.6055,"College of Charleston"
"37001",0.782,22,2205,7168,6300,5674,6912,1,0.8762,20.245901639,0.7132,"Citadel Military College of South Carolina"
"37003",0.5468,27,14069,9400,10062,8701,7788,0.8556,0.7661,20.27258567,0.751,"Clemson University"
"37006",0.8358,22,463,14825,9538,5732,4104,0.94,0.6642,22.488888889,0.6837,"Columbia International University"
"37007",0.8208,21,1130,20302,9043,6388,5009,0.4371,0.6927,23.564738292,0.4739,"Columbia College"
"37008",0.4724,23,746,22234,7124,5805,4343,0.9277,0.9096,24.266666667,0.6339,"Converse College"
"37010",0.6847,24,594,20275,6957,5815,5509,0.6905,0.9418,19.559322034,0.6957,"Erskine College"
"37013",0.6683,20,3174,6327,3955,5003,5958,0.795,0.7907,20.816648531,0.3821,"Francis Marion University"
"37014",0.5288,28,2739,28840,16640,14490,7585,0.908,0.9318,20.070660522,0.8592,"Furman University"
"37019",0.6616,19,2586,7152,4409,4515,5336,1,0.7401,21.430515759,0.4067,"Lander University"
"37020",0.592,19,3264,15000,6214,3354,4083,0.4335,0.2966,30.522816901,0.3689,"Limestone College"
"37025",0.6363,20,843,19631,8127,4735,4317,0.625,0.8224,20.505785124,0.5138,"Newberry College"
"37026",0.5167,21,1779,10760,4772,3381,4599,0.6259,0.8525,20.225409836,0.3673,"North Greenville University"
"37029",0.7764,24,1171,24626,9816,7990,5738,0.9881,0.9188,19.351981352,0.7112,"Presbyterian College"
"37030",0.6006,20,2910,6700,5122,5072,5784,0.6789,0.6761,21.919684003,0.4004,"University of South Carolina-Aiken"
"37031",0.875,19,1053,5794,4676,5084,5351,0.4554,0.562,23.75,0.1898,"University of South Carolina-Beaufort"
"37032",0.6766,25,18133,7808,8396,8893,7909,0.7328,0.7375,21.27135746,0.6271,"University of South Carolina-Columbia"
"37037",0.7397,22,6434,7500,7675,4544,6034,0.6526,0.7027,20.830614061,0.4222,"Coastal Carolina University"
"37038",0.8155,16,3802,7278,5709,6455,5692,1,0.788,20.670216963,0.5394,"South Carolina State University"
"37039",0.6992,20,4483,7314,5556,4619,5593,0.5568,0.5567,23.158625731,0.3553,"University of South Carolina-Upstate"
"37047",0.4015,16,710,7460,5201,8413,4222,0.5556,0.7965,25.324034335,0.4649,"Voorhees College"
"37049",0.6935,22,4887,9500,5864,5384,6362,0.5047,0.7914,20.795511222,0.5809,"Winthrop University"
"37050",0.5752,26,1267,26110,17930,9779,6679,1,0.9521,19.376,0.789,"Wofford College"
"37054",0.9392,21,3141,5334,4119,3830,5468,0.916,0.5113,22.721836626,0.2355,"Black Hills State University"
"37056",0.947,22,1455,5060,3968,3876,6126,0.7619,0.5951,22.314040729,0.4074,"Dakota State University"
"37057",0.7524,21,724,16650,8171,4778,4413,1,0.6,22.86746988,0.3987,"Dakota Wesleyan University"
"37062",0.8333,22,937,16582,7821,4558,4760,0.4118,0.5413,23.842003854,0.474,"Mount Marty College"
"37066",0.9413,20,1808,4962,3645,5322,5429,1,0.9761,21.867924528,0.3834,"Northern State University"
"37068",0.6952,19,702,12300,10352,4785,3952,0.4639,0.2978,25.506666667,0.5741,"Presentation College"
"37070",0.8254,26,1564,5330,4618,5977,6934,0.8657,0.7602,21.770655271,0.451,"South Dakota School of Mines and Technology"
"37071",0.9391,23,9003,5052,4426,5391,6280,0.7074,0.6298,21.274154853,0.5284,"South Dakota State University"
"37073",0.9481,22,1269,16720,8541,4785,5093,0.9524,0.5696,22.217446271,0.5068,"University of Sioux Falls"
"37078",0.8607,23,5751,5410,4879,6902,6326,0.8567,0.9051,23.14571805,0.5142,"University of South Dakota"
"37081",0.6056,20,790,11168,13851,8114,4526,0.3176,0.6,31.270353303,0.2295,"Aquinas College"
"37084",0.9076,22,8382,4837,3696,4318,5634,0.5654,0.5253,24.718322494,0.3149,"Austin Peay State University"
"37085",0.2576,22,834,7400,6834,7275,5425,1,0.1918,25.760869565,0.3846,"Baptist Memorial College of Health Sciences"
"37086",0.6937,26,3734,18420,14135,7107,6473,0.4742,0.633,21.776373973,0.6143,"Belmont University"
"37087",0.5573,20,1918,11126,7341,4758,4361,0.61,0.7803,30.147508306,0.2847,"Bethel University"
"37088",0.4855,24,877,15450,8881,4596,4560,0.6667,0.7912,26.625954198,0.575,"Bryan College-Dayton"
"37089",0.6328,22,1790,15300,13841,5765,4691,0.6823,0.9977,21.233805668,0.6134,"Carson-Newman University"
"37091",0.7196,24,1432,19560,10290,5537,5259,0.6619,0.9965,23.600303951,0.553,"Christian Brothers University"
"37097",0.4146,20,974,14010,7761,4326,4215,0.5333,0.6217,22.877971474,0.3069,"Cumberland University"
"37098",0.741,24,2267,14896,13612,8794,5859,0.4844,0.8237,20.893814433,0.5223,"Lipscomb University"
"37102",0.9102,23,9895,4637,4286,9874,5862,0.6395,0.611,23.48703664,0.4005,"East Tennessee State University"
"37107",0.6771,21,894,13970,7696,6811,5024,0.6452,0.8729,20.012847966,0.569,"Fisk University"
"37109",0.9942,23,1411,13192,8287,7505,5439,0.8421,0.7834,20.429846939,0.4874,"Freed-Hardeman University"
"37117",0.8314,27,737,6830,4679,4451,5233,0.4727,0.7044,21.735849057,0.5395,"Johnson University"
"37119",0.9535,23,1037,18344,7299,4992,4013,0.5943,0.3826,27.167475728,0.5755,"King University"
"37121",0.5269,23,743,16380,5696,6637,4111,0.6623,1,21.127562642,0.4297,"Lambuth University"
"37122",0.3032,17,1370,7620,7510,5908,4117,0.9828,0.812,21.60906298,0.3435,"Lane College"
"37123",0.2178,19,684,10298,9955,7255,3768,0.75,0.5695,24.438478747,0.1605,"Le Moyne-Owen College"
"37124",0.6102,24,3581,10258,8081,4812,4875,0.9338,0.6236,21.601964183,0.4613,"Lee University"
"37125",0.6931,21,1326,13752,7845,4201,4722,0.5396,0.462,27.214096916,0.4762,"Lincoln Memorial University"
"37128",0.7761,25,1155,23125,9614,5766,5681,0.6754,0.8462,20.430485762,0.5465,"Maryville College"
"37133",0.506,21,287,19760,14256,6693,4866,1,1,21.45212766,0.3594,"Memphis College of Art"
"37135",0.7109,22,15370,5256,5666,6556,7160,0.6208,0.5548,23.802008203,0.3361,"University of Memphis"
"37138",0.3454,22,20546,4766,4098,5084,6287,0.7212,0.6184,22.450294346,0.4266,"Middle Tennessee State University"
"37140",0.7443,25,734,18320,9755,5973,4812,0.75,0.686,23.086092715,0.5408,"Milligan College"
"37148",0.5,24,206,13464,12000,2792,2657,0.119,1,22.577319588,1,"O'More College of Design"
"37152",0.4836,28,1672,28802,17903,14072,6381,0.8362,0.9638,19.452873563,0.8106,"Rhodes College"
"37158",0.7081,27,1491,28750,19815,13472,7276,0.8023,1,19.411267606,0.7662,"Sewanee-The University of the South"
"37166",0.6773,22,2335,14784,10580,7358,4212,0.9726,0.7538,21.006272401,0.4527,"Southern Adventist University"
"37168",0.8261,21,853,14550,7541,4104,4033,0.8519,0.5263,23.527675277,0.3955,"Tennessee Wesleyan College"
"37169",0.8318,22,7381,4698,3835,5449,6299,0.5254,0.6987,21.91319752,0.4508,"The University of Tennessee-Chattanooga"
"37170",0.7395,26,20298,5622,6579,14457,7678,0.8387,0.7389,21.538520801,0.6009,"The University of Tennessee-Knoxville"
"37171",0.8164,22,5612,4665,4117,4812,5848,0.9962,0.7098,22.17503639,0.4268,"The University of Tennessee-Martin"
"37174",0.8408,18,6472,4901,5895,7450,5723,0.7203,0.5842,23.535026944,0.3749,"Tennessee State University"
"37175",0.9217,23,7446,4562,3318,5630,6289,0.9947,0.6859,22.05888,0.4858,"Tennessee Technological University"
"37176",0.12,19,459,8895,5414,2159,3887,1,0.6223,22.501278772,0.3653,"Tennessee Temple University"
"37177",0.685,22,1195,14774,9322,5291,5215,1,0.9836,26.139810427,0.4818,"Trevecca Nazarene University"
